# 稳定点数据 | 2026-03-31 17:09:02
101,-0.717257,-0.064075,0.674106,-1.052459,-1.057439,1.304336,-0.166457,-1.415556,1.756637,-3.692931,-1.406591,0.032480,-0.717278,-0.064063,0.674087,-1.052521,-1.057359,1.304333
102,-0.705322,-0.290416,0.685145,-1.292675,-1.256360,1.142952,0.197743,-1.408722,1.681010,-3.316874,-1.800363,0.019492,-0.705311,-0.290372,0.685108,-1.292702,-1.256393,1.142786
103,-0.745558,-0.272633,0.826172,-1.254603,-1.062937,1.101493,0.179410,-1.356634,1.390183,-3.213815,-1.919066,-0.016565,-0.745543,-0.272600,0.826165,-1.254607,-1.062838,1.101373
104,-0.737669,-0.245706,0.778674,-1.241643,-1.499646,1.236162,0.094363,-1.443979,1.536363,-3.040380,-1.483958,-0.019897,-0.737688,-0.245759,0.778594,-1.241598,-1.499745,1.236144
105,-0.693295,-0.167520,0.742169,-1.178034,-0.896343,1.072403,0.041191,-1.442986,1.660285,-3.546590,-1.880305,-0.060339,-0.693293,-0.167529,0.742169,-1.178023,-0.896331,1.072307
106,-0.539214,-0.039761,0.701825,-1.137658,-1.266797,1.301393,-0.314624,-1.789479,2.039891,-3.420938,-1.153500,0.011684,-0.539188,-0.039728,0.701859,-1.137715,-1.266696,1.301390
107,-0.577746,-0.150601,0.667112,-1.317340,-1.257848,1.119888,-0.024971,-1.693332,1.999982,-3.331816,-1.596423,0.002400,-0.577736,-0.150574,0.667191,-1.317314,-1.257758,1.119835
108,-0.635340,-0.285698,0.773293,-1.115977,-1.092785,1.254825,0.212064,-1.495525,1.657996,-3.445915,-1.805390,-0.035437,-0.635338,-0.285687,0.773307,-1.115950,-1.092704,1.254876
109,-0.675105,-0.231532,0.836439,-1.152974,-1.057329,1.198250,0.122007,-1.482503,1.530951,-3.317725,-1.781587,-0.029478,-0.675109,-0.231501,0.836455,-1.152993,-1.057292,1.198262
110,-0.835367,-0.122441,0.698465,-1.207009,-1.293839,1.237873,-0.068260,-1.284395,1.511331,-3.322929,-1.437062,-0.009601,-0.835362,-0.122454,0.698501,-1.206980,-1.293819,1.237916
111,-0.535463,-0.357118,0.799766,-1.167797,-1.021915,1.163654,0.400344,-1.563042,1.680205,-3.409659,-2.103276,-0.078890,-0.535492,-0.357157,0.799666,-1.167834,-1.022042,1.163471
112,-0.736137,-0.332145,0.822107,-1.142685,-0.971337,1.158119,0.263944,-1.294278,1.337595,-3.378123,-1.992476,-0.083591,-0.736071,-0.332168,0.822117,-1.142663,-0.971357,1.158156
113,-0.748272,-0.144976,0.759865,-1.281645,-1.122148,1.103989,-0.014521,-1.424408,1.579280,-3.279826,-1.693034,-0.000875,-0.748320,-0.144932,0.759834,-1.281615,-1.122141,1.103836
114,-0.587372,-0.182028,0.899288,-1.213821,-1.237874,1.214394,0.026855,-1.686056,1.599557,-3.035335,-1.582940,-0.001359,-0.587433,-0.182005,0.899236,-1.213864,-1.237941,1.214318
115,-0.607389,-0.197930,0.686503,-1.235846,-1.034999,1.104613,0.089904,-1.572452,1.883918,-3.520353,-1.840665,-0.019403,-0.607420,-0.197905,0.686463,-1.235872,-1.035078,1.104532
116,-0.591477,-0.275622,0.751632,-1.157625,-1.272807,1.282404,0.191652,-1.600750,1.784898,-3.332826,-1.672062,-0.002272,-0.591497,-0.275643,0.751621,-1.157670,-1.272841,1.282394
117,-0.716211,-0.162652,0.716425,-0.991711,-0.965284,1.315763,-0.002499,-1.385385,1.653994,-3.714672,-1.596927,-0.011295,-0.716257,-0.162604,0.716337,-0.991743,-0.965338,1.315615
118,-0.771741,-0.023620,0.757926,-1.244017,-1.205092,1.173275,-0.208483,-1.418630,1.574074,-3.268923,-1.398415,-0.007690,-0.771713,-0.023633,0.758002,-1.243935,-1.205009,1.173208
119,-0.722147,-0.021409,0.743661,-1.266780,-1.357250,1.193180,-0.243617,-1.519677,1.693039,-3.178971,-1.265487,-0.043127,-0.722127,-0.021446,0.743652,-1.266778,-1.357277,1.193231
120,-0.824700,-0.284553,0.899488,-1.291458,-1.209609,1.129037,0.165787,-1.240490,1.094657,-2.925645,-1.805874,0.011823,-0.824601,-0.284575,0.899595,-1.291343,-1.209486,1.129158
121,-0.536608,-0.024865,0.864453,-1.111806,-1.230577,1.317021,-0.349466,-1.815684,1.778551,-3.178878,-1.125881,0.031571,-0.536586,-0.024847,0.864485,-1.111751,-1.230446,1.317022
122,-0.763290,-0.252225,0.730761,-1.132148,-1.183380,1.278276,0.119253,-1.329257,1.530743,-3.420108,-1.649167,-0.009469,-0.763283,-0.252197,0.730787,-1.132133,-1.183334,1.278160
123,-0.640305,-0.125059,0.942647,-1.216139,-1.143741,1.176580,-0.066111,-1.606987,1.458266,-3.020650,-1.570894,-0.002189,-0.640311,-0.125011,0.942653,-1.216186,-1.143685,1.176575
124,-0.691355,-0.146165,0.827532,-1.272926,-1.238787,1.156550,-0.030379,-1.543325,1.580929,-3.110108,-1.572474,-0.002176,-0.691336,-0.146092,0.827575,-1.272977,-1.238582,1.156427
125,-0.780088,-0.104187,0.678599,-1.195011,-1.210840,1.224037,-0.093350,-1.356212,1.648067,-3.443627,-1.468035,-0.001911,-0.780057,-0.104198,0.678670,-1.194864,-1.210778,1.224083
126,-0.809020,-0.153662,0.815163,-1.265836,-1.036220,1.077003,0.007740,-1.314903,1.357861,-3.224265,-1.781117,-0.012091,-0.809036,-0.153594,0.815157,-1.265853,-1.036183,1.076828
127,-0.731944,-0.286603,0.898044,-1.169325,-1.361788,1.292113,0.161174,-1.402010,1.304382,-2.991005,-1.584952,-0.002795,-0.731968,-0.286557,0.898050,-1.169348,-1.361697,1.292033
128,-0.694432,-0.315803,0.651709,-1.168093,-1.280570,1.273844,0.222610,-1.376722,1.720122,-3.479531,-1.705501,-0.001858,-0.694426,-0.315773,0.651711,-1.168148,-1.280475,1.273812
129,-0.874270,-0.130689,0.858376,-1.314620,-1.282870,1.129504,-0.042341,-1.249202,1.168429,-2.933150,-1.557722,-0.006228,-0.874320,-0.130624,0.858290,-1.314750,-1.282887,1.129351
130,-0.690737,-0.143509,0.680255,-1.187281,-1.287541,1.256153,-0.051729,-1.498448,1.803751,-3.421216,-1.442384,-0.005266,-0.690757,-0.143490,0.680268,-1.187271,-1.287515,1.256091
131,-0.742380,-0.074282,0.729131,-1.131033,-1.333616,1.325944,-0.167183,-1.448754,1.663667,-3.348933,-1.243847,-0.004754,-0.742394,-0.074223,0.729043,-1.131193,-1.333566,1.325874
132,-0.741564,-0.191021,0.844334,-1.261289,-1.291715,1.183364,0.034081,-1.447197,1.444613,-3.050916,-1.585839,-0.001747,-0.741592,-0.190966,0.844283,-1.261402,-1.291681,1.183196
133,-0.770622,-0.076361,0.726043,-1.336899,-1.348468,1.123714,-0.135614,-1.436543,1.622894,-3.143960,-1.433616,-0.028160,-0.770590,-0.076347,0.726032,-1.336856,-1.348486,1.123665
134,-0.757196,-0.124654,0.797549,-1.157887,-1.273232,1.282259,-0.076769,-1.427379,1.519925,-3.240326,-1.403449,-0.001911,-0.757193,-0.124602,0.797583,-1.157859,-1.273143,1.282221
135,-0.663176,-0.145877,0.719065,-1.246833,-1.161483,1.153907,-0.025373,-1.550283,1.790726,-3.375049,-1.620572,-0.001388,-0.663191,-0.145859,0.719078,-1.246871,-1.161446,1.153901
136,-0.862638,-0.016841,0.928174,-1.253640,-1.227012,1.171450,-0.192125,-1.260564,1.074777,-2.907450,-1.404782,-0.012597,-0.862676,-0.016851,0.928119,-1.253686,-1.227045,1.171372
137,-0.842072,-0.093623,0.844131,-1.157325,-1.146898,1.237133,-0.096147,-1.278938,1.266427,-3.204148,-1.487617,0.002136,-0.842086,-0.093624,0.844119,-1.157379,-1.146807,1.237108
138,-0.851691,-0.082617,0.881007,-1.278882,-1.332176,1.176058,-0.115551,-1.298882,1.194180,-2.909961,-1.420383,-0.023389,-0.851703,-0.082600,0.881007,-1.278830,-1.332219,1.176014
139,-0.677458,-0.180870,0.691584,-1.212347,-1.266680,1.224843,0.017013,-1.510298,1.794220,-3.391275,-1.548329,-0.002706,-0.677492,-0.180831,0.691575,-1.212420,-1.266660,1.224724
140,-0.794040,-0.185642,0.744053,-1.116179,-1.193358,1.298933,0.018537,-1.316811,1.492374,-3.401375,-1.526141,0.000221,-0.793994,-0.185633,0.744130,-1.116026,-1.193252,1.298983
141,-0.772022,0.028043,0.762596,-1.139269,-1.202278,1.278064,-0.295608,-1.399337,1.557464,-3.362788,-1.225858,0.018583,-0.772060,0.028029,0.762502,-1.139417,-1.202391,1.278024
142,-0.678727,-0.308474,0.724865,-1.079359,-1.129693,1.311481,0.223338,-1.400537,1.638568,-3.530623,-1.750052,-0.029979,-0.678738,-0.308450,0.724814,-1.079411,-1.129740,1.311299
143,-0.601585,-0.275368,0.892963,-1.127021,-1.187480,1.285249,0.195072,-1.583133,1.530331,-3.168317,-1.717542,-0.013825,-0.601635,-0.275397,0.892878,-1.127125,-1.187637,1.285283
144,-0.688942,-0.058732,0.791581,-1.276306,-1.309147,1.173164,-0.187747,-1.578116,1.671719,-3.122475,-1.363750,-0.025264,-0.688883,-0.058701,0.791623,-1.276214,-1.309042,1.173040
145,-0.702267,-0.323826,0.785526,-1.107897,-1.165205,1.296470,0.237707,-1.381577,1.502203,-3.370838,-1.760600,-0.023670,-0.702225,-0.323859,0.785533,-1.107900,-1.165176,1.296550
146,-0.871926,-0.342876,0.782797,-1.040243,-1.349644,1.426941,0.190164,-1.122089,1.153602,-3.228038,-1.506598,-0.001405,-0.871955,-0.342882,0.782720,-1.040342,-1.349582,1.426908
147,-0.714588,-0.348100,0.701653,-1.258574,-1.330962,1.195676,0.266628,-1.367128,1.598953,-3.264060,-1.784631,0.020355,-0.714574,-0.348057,0.701631,-1.258599,-1.330871,1.195681
148,-0.728135,-0.294898,0.867791,-1.306317,-1.248445,1.127535,0.200411,-1.403591,1.350559,-2.983960,-1.820035,0.022591,-0.728147,-0.294899,0.867811,-1.306360,-1.248363,1.127539
149,-0.709724,-0.006806,0.888700,-1.224242,-1.226604,1.200263,-0.262496,-1.533447,1.471766,-3.056244,-1.311197,-0.008652,-0.709722,-0.006776,0.888681,-1.224149,-1.226575,1.200189
150,-0.744952,-0.256513,0.685133,-1.151789,-1.132346,1.236404,0.136861,-1.331004,1.616862,-3.516289,-1.727486,-0.017056,-0.744923,-0.256503,0.685138,-1.151772,-1.132328,1.236317
151,-0.729026,-0.301765,0.847435,-1.212089,-1.053452,1.137385,0.222162,-1.355031,1.357171,-3.226385,-1.935514,-0.033026,-0.729095,-0.301739,0.847343,-1.212187,-1.053565,1.137212
152,-0.812150,-0.191346,0.923414,-1.239503,-1.295740,1.205896,0.029641,-1.315191,1.149863,-2.903819,-1.560727,-0.004888,-0.812147,-0.191383,0.923371,-1.239611,-1.295818,1.205953
153,-0.627398,-0.333055,0.931678,-1.217409,-1.189682,1.193837,0.292878,-1.497577,1.362412,-3.010480,-1.891454,-0.004097,-0.627409,-0.333072,0.931629,-1.217456,-1.189689,1.193831
154,-0.609668,-0.345740,0.749755,-1.205002,-1.123019,1.178474,0.327843,-1.489129,1.680071,-3.385391,-1.972602,-0.022819,-0.609689,-0.345723,0.749756,-1.204916,-1.122996,1.178486
155,-0.640971,-0.253093,0.666002,-1.203638,-1.287657,1.239597,0.141836,-1.514284,1.844550,-3.433456,-1.649332,0.001326,-0.640928,-0.253108,0.666060,-1.203609,-1.287533,1.239726
156,-0.698796,-0.119966,0.861212,-1.058147,-1.420391,1.419274,-0.121134,-1.531180,1.520994,-3.128832,-1.163989,-0.003368,-0.698834,-0.119991,0.861170,-1.058128,-1.420471,1.419197
157,-0.629945,-0.205389,0.828732,-1.147317,-1.120424,1.235564,0.074794,-1.579860,1.642222,-3.301692,-1.673153,-0.012079,-0.629984,-0.205362,0.828646,-1.147410,-1.120505,1.235417
158,-0.754765,-0.065320,0.917945,-1.272267,-1.162589,1.129842,-0.141528,-1.445304,1.323411,-2.990456,-1.524120,-0.004634,-0.754724,-0.065239,0.917971,-1.272327,-1.162474,1.129815
159,-0.818713,-0.304404,0.868402,-1.235396,-1.147634,1.159330,0.193327,-1.227474,1.145273,-3.070620,-1.841639,-0.007527,-0.818733,-0.304384,0.868361,-1.235400,-1.147646,1.159188
160,-0.648348,-0.072977,0.888102,-1.208759,-1.201438,1.206830,-0.170346,-1.625013,1.567630,-3.087881,-1.411301,-0.001343,-0.648370,-0.072992,0.888077,-1.208764,-1.201425,1.206804
161,-0.606400,-0.054368,0.844005,-1.327617,-1.139441,1.068540,-0.195069,-1.710541,1.709869,-3.075979,-1.532961,-0.003747,-0.606429,-0.054375,0.843937,-1.327694,-1.139539,1.068386
162,-0.836781,-0.030477,0.704775,-1.177325,-1.248844,1.254831,-0.191731,-1.287849,1.513030,-3.370109,-1.323825,-0.002613,-0.836821,-0.030456,0.704698,-1.177434,-1.248886,1.254736
163,-0.862530,-0.179355,0.810535,-1.179083,-1.216916,1.242339,0.013604,-1.229437,1.251008,-3.183185,-1.556413,-0.004135,-0.862519,-0.179408,0.810484,-1.179089,-1.217011,1.242302
164,-0.632099,-0.317111,0.762372,-1.232129,-1.233489,1.194742,0.261251,-1.511056,1.668325,-3.265863,-1.835325,0.006501,-0.632127,-0.317071,0.762349,-1.232197,-1.233354,1.194665
165,-0.903726,-0.200837,0.844124,-1.050288,-1.299978,1.404333,0.019661,-1.137226,1.071396,-3.152645,-1.382455,0.009392,-0.903753,-0.200835,0.844086,-1.050379,-1.299995,1.404276
166,-0.852692,-0.273972,0.740519,-1.303500,-1.301073,1.144868,0.138783,-1.219703,1.335024,-3.128098,-1.714449,0.014265,-0.852678,-0.273989,0.740487,-1.303452,-1.301111,1.144799
167,-0.745030,-0.300887,0.822270,-1.193360,-1.154477,1.203803,0.202699,-1.346665,1.385793,-3.223989,-1.810249,-0.013928,-0.745046,-0.300938,0.822209,-1.193331,-1.154655,1.203684
168,-0.652613,-0.201730,0.668254,-1.056626,-1.091806,1.317906,0.056558,-1.473038,1.830501,-3.685800,-1.597656,-0.007141,-0.652624,-0.201751,0.668269,-1.056565,-1.091806,1.317898
169,-0.835381,-0.342457,0.777158,-1.294894,-1.062149,1.063478,0.248854,-1.164850,1.216706,-3.196436,-2.020001,-0.005580,-0.835440,-0.342414,0.777070,-1.294980,-1.062136,1.063327
170,-0.605361,-0.050922,0.756994,-1.366738,-1.384686,1.102077,-0.232221,-1.739889,1.855739,-3.024106,-1.336582,-0.055942,-0.605298,-0.050981,0.757061,-1.366456,-1.384685,1.102157
171,-0.711041,-0.097202,0.944405,-1.297322,-1.321107,1.155660,-0.115795,-1.524987,1.344740,-2.825919,-1.443468,-0.020168,-0.711093,-0.097175,0.944363,-1.297427,-1.321002,1.155573
172,-0.717018,-0.226260,0.790286,-1.161496,-1.022662,1.170391,0.111641,-1.408451,1.529480,-3.401365,-1.810841,-0.036209,-0.717010,-0.226193,0.790289,-1.161463,-1.022634,1.170281
173,-0.599408,-0.162076,0.665247,-1.128792,-1.311360,1.322972,-0.036518,-1.626755,1.966404,-3.489563,-1.389172,0.000614,-0.599366,-0.162103,0.665291,-1.128767,-1.311256,1.323068
174,-0.783745,-0.099107,0.690890,-1.158710,-1.228461,1.267231,-0.106340,-1.353183,1.625392,-3.444165,-1.409867,0.001932,-0.783733,-0.099122,0.690853,-1.158801,-1.228460,1.267166
175,-0.539544,-0.097179,0.875220,-1.172775,-1.012153,1.153043,-0.127807,-1.773994,1.736869,-3.234017,-1.594119,-0.003919,-0.539556,-0.097181,0.875230,-1.172707,-1.012145,1.153036
176,-0.795876,-0.184899,0.792497,-1.183364,-1.159986,1.216166,0.028877,-1.329521,1.417314,-3.276538,-1.623339,-0.006142,-0.795819,-0.184910,0.792549,-1.183246,-1.159882,1.216170
177,-0.717779,-0.361692,0.722320,-1.145581,-1.186093,1.265347,0.287307,-1.319765,1.531850,-3.420888,-1.826301,-0.020290,-0.717732,-0.361698,0.722384,-1.145547,-1.186058,1.265352
178,-0.760445,-0.217911,0.813717,-0.970364,-1.048414,1.391974,0.066069,-1.326624,1.405917,-3.500109,-1.562640,-0.001467,-0.760422,-0.217940,0.813721,-0.970348,-1.048397,1.392045
179,-0.713499,-0.211878,0.826830,-1.209612,-1.304081,1.237937,0.061010,-1.477313,1.515000,-3.126661,-1.561288,-0.003313,-0.713496,-0.211835,0.826797,-1.209599,-1.304130,1.237853
180,-0.716780,-0.190509,0.808584,-1.259104,-1.129329,1.128558,0.053764,-1.462180,1.538829,-3.217430,-1.737501,-0.002663,-0.716760,-0.190505,0.808555,-1.259127,-1.129345,1.128431
181,-0.665955,-0.086422,0.719011,-1.049363,-1.101353,1.330649,-0.149373,-1.523425,1.791584,-3.600355,-1.380382,0.034690,-0.665992,-0.086365,0.718980,-1.049508,-1.101239,1.330599
182,-0.708708,-0.291817,0.731949,-1.225651,-1.134739,1.163333,0.205683,-1.390722,1.595981,-3.373123,-1.857360,-0.010339,-0.708691,-0.291769,0.731971,-1.225601,-1.134690,1.163180
183,-0.698490,-0.261117,0.805220,-1.117501,-1.161056,1.284581,0.146046,-1.436536,1.531265,-3.337583,-1.681935,-0.014201,-0.698519,-0.261113,0.805155,-1.117540,-1.161152,1.284513
184,-0.647837,-0.138553,0.787730,-1.214570,-1.428029,1.256774,-0.078099,-1.630778,1.725768,-3.104879,-1.338354,-0.032089,-0.647783,-0.138508,0.787770,-1.214502,-1.427846,1.256721
185,-0.761842,-0.273662,0.878123,-1.151485,-1.463391,1.325212,0.124980,-1.375597,1.299689,-2.965178,-1.463723,-0.014436,-0.761896,-0.273662,0.878059,-1.151534,-1.463327,1.325157
186,-0.725684,-0.221676,0.680876,-1.328611,-1.215954,1.096138,0.097783,-1.417397,1.697249,-3.315903,-1.760329,0.017432,-0.725686,-0.221689,0.680820,-1.328645,-1.216002,1.096129
187,-0.706899,-0.365436,0.675862,-1.107497,-1.141890,1.286894,0.297151,-1.299635,1.598198,-3.564126,-1.838698,-0.036228,-0.706950,-0.365399,0.675815,-1.107570,-1.141876,1.286678
188,-0.795871,-0.184970,0.793171,-1.329571,-1.238746,1.102589,0.035231,-1.359488,1.425791,-3.090841,-1.680619,0.009503,-0.795894,-0.184931,0.793155,-1.329677,-1.238661,1.102585
189,-0.667431,-0.199682,0.949295,-1.207515,-1.240412,1.221539,0.052933,-1.536556,1.369264,-2.958419,-1.601842,-0.002323,-0.667491,-0.199637,0.949246,-1.207577,-1.240462,1.221377
190,-0.673158,-0.191017,0.905553,-1.274043,-1.130759,1.114932,0.060239,-1.532914,1.442701,-3.037099,-1.754882,0.000062,-0.673098,-0.190970,0.905645,-1.274033,-1.130592,1.114916
191,-0.600896,-0.138024,0.900515,-1.286466,-1.056939,1.068632,-0.021364,-1.669010,1.587191,-3.070805,-1.749426,-0.003649,-0.600857,-0.138040,0.900523,-1.286344,-1.056935,1.068691
192,-0.658921,-0.350569,0.694356,-1.046326,-1.031254,1.296237,0.302250,-1.357582,1.651140,-3.673927,-1.881981,-0.077390,-0.658868,-0.350568,0.694366,-1.046277,-1.031340,1.296170
193,-0.759988,-0.100277,0.745028,-1.117017,-1.363857,1.347087,-0.127687,-1.421327,1.602613,-3.308342,-1.248956,-0.007203,-0.759997,-0.100247,0.745045,-1.117040,-1.363802,1.347107
194,-0.627346,-0.043138,0.863447,-1.243534,-1.017326,1.087566,-0.199895,-1.649620,1.643308,-3.201372,-1.574922,-0.001985,-0.627398,-0.043115,0.863366,-1.243585,-1.017396,1.087447
195,-0.566698,-0.001410,0.741922,-1.205155,-1.141968,1.186700,-0.345872,-1.753513,1.941890,-3.369286,-1.283389,0.010778,-0.566675,-0.001425,0.741916,-1.205245,-1.141954,1.186750
196,-0.713885,-0.166002,0.847812,-1.290972,-1.393203,1.175963,-0.012261,-1.519240,1.501956,-2.954284,-1.488686,-0.016732,-0.713833,-0.166007,0.847824,-1.290897,-1.393232,1.175948
197,-0.811156,-0.143125,0.664117,-1.019948,-1.096401,1.360875,-0.041473,-1.242674,1.556685,-3.670295,-1.462106,0.020046,-0.811121,-0.143156,0.664079,-1.020045,-1.096437,1.360923
198,-0.822553,-0.065988,0.877926,-1.217948,-1.107532,1.158589,-0.126137,-1.320204,1.255724,-3.121472,-1.543637,-0.002893,-0.822566,-0.065965,0.877892,-1.217968,-1.107546,1.158408
199,-0.594164,-0.035291,0.771046,-1.167646,-0.969538,1.132110,-0.232327,-1.678296,1.843553,-3.460773,-1.528038,0.005595,-0.594132,-0.035312,0.771033,-1.167700,-0.969550,1.132140
200,-0.878736,-0.217148,0.868258,-1.303936,-1.335881,1.152601,0.061973,-1.210098,1.094113,-2.878099,-1.612887,0.001333,-0.878784,-0.217092,0.868230,-1.303933,-1.335854,1.152503
